id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence
271,"Sports, outdoor, recreation and toys",Outdoor packs,Ostrom Outdoors,Canoe packs and portage packs,Canoe tripping packs,"Assembled Just For You in Thunder Bay, Ontario.","Thunder Bay, Ontario",ownership not verified,None stated on fetched official page,Replaces U.S.-origin sports and exercise equipment covered by the counter-tariffs (general physical exercise articles 95.06),n.a.,"Assembled Just For You in Thunder Bay, Ontario.",https://ostromoutdoors.ca/,https://ostromoutdoors.ca/pages/about-us,2026-08-28,High
272,"Sports, outdoor, recreation and toys",Games and puzzles,Outset Media,Puzzles and family games,Board games and puzzles,Made in Canada,Canada (location not stated),ownership not verified,"We manufacture products in Canada, the United States, and China, as well as import from Europe. Some products may be out of stock, but you can still back order them. | Availability note: Some products may be out of stock, but you can still back order them.",Replaces U.S.-origin table or parlour games and game articles (heading 95.04),95.04,"We manufacture products in Canada, the United States, and China, as well as import from Europe.",https://outsetmedia.com/collections/made-in-canada,,2026-08-28,Medium
273,"Sports, outdoor, recreation and toys",Skis and snowboards,Prior Snowboards & Skis,Custom skis and snowboards,Skiing and snowboarding,"Handcrafted in Whistler, Canada",Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin sports and exercise equipment covered by the counter-tariffs (general physical exercise articles 95.06),95.06,"Handcrafted in Whistler, Canada",https://www.priorsnow.com/,https://www.priorsnow.com/pages/about,2026-08-28,Medium
274,"Sports, outdoor, recreation and toys",Canoes and kayaks,Swift Canoe & Kayak,Kevlar canoes and kayaks,Paddling,"Canadian made lightweight Canoes, Kayaks and Pack Boats",Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin recreational watercraft and paddling gear bought instead of tariffed U.S. goods (related listed headings include 95.06 sports equipment),n.a.,"Choose from our selection of Canadian made lightweight Canoes, Kayaks and Pack Boats",https://swiftcanoe.com/,https://swiftcanoe.com/contact/,2026-08-28,Medium
275,"Sports, outdoor, recreation and toys",Games,Tracey Boards,Crokinole boards,Crokinole board game,Made in Canada,Ontario,"Ownership statement on official page: ""Ted Fuller and his wife Alanda are the founding partners of Crokinole Canada."" (ownership category not further verified)",None stated on fetched official page,Replaces U.S.-origin table or parlour games and game articles (heading 95.04),95.04,Our crokinole boards and accessories are made Ontario.,https://crokinole.ca/pages/about-us,https://crokinole.ca/,2026-08-28,High
276,"Sports, outdoor, recreation and toys",Fishing tackle,Williams Lures,Wabler and Whitefish spoons,Fishing lures,The Canadian location was also producing fishing lures,"Fort Erie, Ontario","Ownership statement on official page: ""In 1986, the Williams families sold to Brush-Wellman. In 1989, Brecks of Sherbrooke, Quebec, purchased the manufacturing rights to all Williams fishin"" (ownership category not further verified)","The very first Williams Wablers were not originally manufactured in Canada; commercial production began in the United States of America. In 1978, the American tackle division transferred all production to the Canadian side of the business.","Replaces U.S.-origin fishing rods, tackle and lures (heading 95.07)",95.07,By 1923 the Canadian location was also producing fishing lures.,https://williams.ca/about/,,2026-08-28,High
277,"Automotive, mobility and transport-related goods",RVs and trailers,Bigfoot Industries,Truck campers and travel trailers,Truck camper,"Built by skilled craftspeople at our facility in Spallumcheen, BC — Canadian quality from the ground up","Spallumcheen, BC",ownership not verified,None stated on fetched official page,Replaces U.S.-origin trailers and semi-trailers (heading 87.16),87.16,"Every Bigfoot RV is built by skilled craftspeople at our facility in Spallumcheen, BC — Canadian quality from the ground up.",https://bigfootrv.com/,https://madeinca.ca/automotive-bigfoot-rv-%F0%9F%8D%81/,2026-08-28,High
278,"Automotive, mobility and transport-related goods",Buses,Girardin Minibus,School minibuses and shuttle buses,School minibuses (institutional),fabriqué au Québec par Micro Bird,Québec,ownership not verified,None stated on fetched official page,Replaces U.S.-origin vehicles under the counter-tariffs (87.02/87.03/87.04),87.02,"Le G5e, un minibus scolaire électrique fabriqué au Québec par Micro Bird",https://www.girardinbluebird.com/fr/nouvelles-et-evenements/9-nouvelles/126-girardin-livre-ses-premiers-minibus-electrique-g5e,https://www.girardinbluebird.com/en/news-and-events/37-news/282-commercial-electric-bus-market-now-opened-to-girardin,2026-08-28,High
279,"Automotive, mobility and transport-related goods",Passenger vehicles,Honda Canada Manufacturing,Honda CR-V and Civic built in Alliston,Family vehicle,Honda of Canada Mfg. produces vehicles and 4-cylinder engines in Canada,"Alliston, ON",ownership not verified,The vehicles produced at HCM are sold in Canada and exported to the United States.,Replaces U.S.-origin passenger vehicles (heading 87.03) and goods vehicles (87.04) under the counter-tariffs,87.03,"In 1986, Honda of Canada Mfg. (HCM) began production with the assembly of the Honda Accord",https://www.hondacanadamfg.ca/our-company/,https://www.hondacanada.ca/manufacturing,2026-08-28,High
280,"Automotive, mobility and transport-related goods",Buses,Lion Electric,LionC electric school buses,Electric school buses (institutional),"St-Jérôme, Que.-based manufacturer of electric buses","St-Jérôme, Quebec","Ownership statement on official page: ""Lion Electric has been bought by a group of Quebec investors."" (ownership category not further verified)",None stated on fetched official page,Replaces U.S.-origin passenger vehicles (heading 87.03) and goods vehicles (87.04) under the counter-tariffs,87.02,"Lion Electric, a St-Jérôme, Que.-based manufacturer of electric buses, has been bought by a group of Quebec investors.",https://electricautonomy.ca/fleets/school-buses/2025-05-22/lion-electric-investors-quebec-school-bus/,https://electricautonomy.ca/news/2020-06-25/transdev-lion-electric-school-bus-deal/,2026-08-28,High
281,"Automotive, mobility and transport-related goods",Semi-trailers,Manac,"Flatbed, van and dump semi-trailers",Commercial semi-trailers (B2B),Manac operates semi-trailer manufacturing plants in Canada,"Saint-Georges, Quebec; Laurier-Station, Quebec; Penticton, British Columbia; Val-des-Sources, Quebec","Ownership/parent stated on official page: ""Manac is a subsidiary of the holding company 9327-2615 Quebec Inc. Manac owns Peerless Limited, Manac Trailers USA, Inc. and ABS Remorques Inc.""","Manac also operates a manufacturing plant in Oran, Missouri, USA, and directly and indirectly imports materials, components, raw materials, processed raw materials, parts, tools and equipment used in manufacturing.",Replaces U.S.-origin trailers and semi-trailers (heading 87.16),87.16,"Manac operates two (2) semi-trailer manufacturing plants in Canada, located in Saint-Georges (QC) and Laurier-Station (QC)",https://www.manac.com/ca/en/social-commitment,https://www.manac.com/ca/en/company/news/manac-completes-a-170-million-financing,2026-08-28,High
282,"Automotive, mobility and transport-related goods",Trailers,Miska Trailers,Utility and dump trailers,Utility trailers,"Built By Canadians, For Canadians",Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin vehicles and trailers under the counter-tariffs (87.03/87.04/87.16),87.16,"Built By Canadians, For Canadians",https://www.miskatrailers.com/,https://www.miskatrailers.com/TrailerModels/SearchResults?category=utility-landscape-and-car-trailers,2026-08-28,Medium
283,"Automotive, mobility and transport-related goods",Railcars,National Steel Car,Freight railcars,Freight rail equipment (industrial),"manufactured in Hamilton, Ontario","Hamilton, Ontario",ownership not verified,None stated on fetched official page,Replaces U.S.-origin railway rolling stock and parts (headings 86.03/86.05/86.07),86.06,"these custom railcars that are manufactured right here in Hamilton, Ontario",https://www.steelcar.com/news/canpotex-invests-its-world-class-supply-chain-acquiring-1300-railcars-national-steel-car,,2026-08-28,High
284,"Automotive, mobility and transport-related goods",Buses,New Flyer (NFI Group),Xcelsior transit buses,Municipal transit buses (institutional),"Full domestic production of heavy-duty transit vehicles, including zero-emission buses, in Winnipeg","Winnipeg, Manitoba","Ownership/parent stated on official page: ""NFI Group Inc. along with its subsidiary New Flyer Industries Canada ULC (New Flyer)""",None stated on fetched official page,Replaces U.S.-origin passenger vehicles (heading 87.03) and goods vehicles (87.04) under the counter-tariffs,87.02,"For the first time in 15 years, buses built by Canadians, for Canadians, will be manufactured—from start to finish—on Canadian soil.",https://www.newflyer.com/2026/03/nfi-group-hosts-ribbon-cutting-ceremony-to-officially-open-new-flyers-all-canadian-build-facility-in-winnipeg/,https://www.newflyer.com/2024/10/new-flyer-expands-winnipeg-capability-for-all-canadian-build-of-xcelsior-heavy-duty-transit-buses-with-funding-support-from-the-government-of-manitoba-and-prairiescan/,2026-08-28,High
285,"Automotive, mobility and transport-related goods",Buses,Nova Bus,LFS transit buses,Municipal transit buses (institutional),fabrication d'autobus électriques au Canada,Canada (location not stated),"Ownership statement on official page: ""faisant partie du Groupe Volvo"" (ownership category not further verified)",None stated on fetched official page,Replaces U.S.-origin passenger vehicles (heading 87.03) and goods vehicles (87.04) under the counter-tariffs,87.02,"Nova Bus, chef de file canadien dans la fabrication d'autobus électriques au Canada et membre du groupe Volvo",https://novabus.com/,https://www.canadianmanufacturing.com/manufacturing/nova-bus-wins-bid-for-order-of-electric-buses-in-que-291477/,2026-08-28,Medium
286,"Automotive, mobility and transport-related goods",RVs,Pleasure-Way,"Class B camper vans (Ontour, Plateau)",Camper van,"Every Pleasure-Way motorhome is proudly built at our manufacturing facility in Saskatoon, Saskatchewan, Canada.","Saskatoon, Saskatchewan",ownership not verified,None stated on fetched official page,Replaces U.S.-origin passenger vehicles (heading 87.03) and goods vehicles (87.04) under the counter-tariffs,87.03,"Every Pleasure-Way motorhome is proudly built at our manufacturing facility in Saskatoon, Saskatchewan, Canada.",https://pleasureway.com/company/faqs/,https://pleasureway.com/company/our-story/,2026-08-28,High
