id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence,sector_fr,category_fr,product_or_line_fr,common_use_fr,made_in_canada_claim_fr,manufacturing_location_fr,ownership_note_fr,origin_caveat_fr,tariff_relevance_fr
98,"Clothing, footwear and textiles",Footwear,Viberg Boot,Service boots and work boots,Heritage work boots,handmade in Canada,"Victoria, BC","Ownership statement on official page: ""still entirely family owned and operated"" (ownership category not further verified)",Outsoles are brought in from Italy; cowhide leathers from the United States; water buffalo leathers from Vietnam; brass nails and tacks are specially made in Japan and the United Kingdom.,"Canadian-made substitute bought instead of U.S. apparel/textile goods on the counter-tariff list (footwear itself is not listed in the September 8, 2026 schedule)",n.a.,"finest industrial footwear, handmade in Canada —",https://www.vibergworkboots.com/story,,2026-08-28,High,"Vêtements, chaussures et textiles",Chaussures,Bottes de service et de travail,Bottes de travail de style classique,fait main au Canada,"Victoria, Colombie-Britannique","Déclaration concernant la propriété sur la page officielle : ""still entirely family owned and operated"" (catégorie de propriété non vérifiée)",Les semelles extérieures sont importées d'Italie; les cuirs de vache des États-Unis; les cuirs de buffle d'eau du Vietnam; les clous et les tacks en laiton sont spécialement fabriqués au Japon et au Royaume-Uni.,Substitut fabriqué au Canada acheté à la place des vêtements et des articles textiles américains figurant sur la liste des droits de douane de rétorsion (les chaussures eux-mêmes ne figurent pas à l'annexe du 8 septembre 2026)
99,"Furniture, mattresses and home furnishings",Window coverings,Altex Coverings,"Blinds, shades and shutters",Blinds and shades,"Made-to-measure window coverings, crafted in Canada",Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin interior window coverings purchased instead of tariffed U.S. goods,n.a.,"For 50 years, Altex has designed, manufactured, and assembled made-to-measure window coverings in Canada",https://www.altexdesign.com/en/home/,https://www.altexdesign.com/,2026-08-28,Medium,"Meubles, matelas et articles d’ameublement",Habillages de fenêtre,"Stores horizontaux, toiles et persiennes",Stores et toiles,"Revêtements de fenêtres faits sur mesure, fabriqués au Canada",Canada (emplacement non précisé),Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les habillages de fenêtre intérieurs d’origine américaine achetés au lieu de marchandises américaines assujetties aux droits de douane
100,"Furniture, mattresses and home furnishings",Stools and beds,Amisco,Metal bar stools and beds,Counter stools and metal beds,MADE IN CANADA SINCE 1954,Quebec,ownership not verified,None stated on fetched official page,Replaces U.S.-origin furniture (heading 94.03) under the counter-tariffs,94.03,"Amisco, a Quebec-based Canadian company, takes great pride in designing and producing customizable and durable residential furniture",https://www.amisco.com/en_us/,https://www.amiscocontract.com/en/our-history/,2026-08-28,High,"Meubles, matelas et articles d’ameublement",Tabourets et lits,Tabourets de bar et lits en métal,Tabourets de comptoir et lits en métal,FABRIQUÉ AU CANADA DEPUIS 1954,Québec,Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les meubles d’origine américaine (rubrique SH 94.03) visés par les droits de douane de rétorsion
101,"Furniture, mattresses and home furnishings",Dining furniture,Bermex,Custom wood dining furniture,Dining tables and chairs,mobilier canadien en bois,"Maskinongé, Québec","Ownership statement on official page: ""Bermex est une entreprise familiale"" (ownership category not further verified)",Les meubles Bermex sont fabriqués en merisier provenant d’Amérique du Nord.,Replaces U.S.-origin furniture (heading 94.03) under the counter-tariffs,94.03,posséder du mobilier canadien en bois unique et de qualité,https://www.bermex.ca/personnalisation-meubles-salle-a-manger.html,,2026-08-28,Medium,"Meubles, matelas et articles d’ameublement",Mobilier de salle à manger,Mobilier de salle à manger en bois sur mesure,Tables et chaises de salle à manger,mobilier canadien en bois,"Maskinongé, Québec","Déclaration concernant la propriété sur la page officielle : ""Bermex est une entreprise familiale"" (catégorie de propriété non vérifiée)",Les meubles Bermex sont fabriqués en mérisier provenant d-Amérique du Nord.,Remplace les meubles d’origine américaine (rubrique SH 94.03) visés par les droits de douane de rétorsion
102,"Furniture, mattresses and home furnishings",Upholstered seating,Brentwood Classics,Custom upholstered sofas and chairs,Sofas and armchairs,Canadian Benchmade Furniture,Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin seats (heading 94.01) under the counter-tariffs,94.01,Brentwood Classics: Canadian Benchmade Furniture,https://www.brentwoodclassics.com/,https://www.brentwoodclassics.com/about/,2026-08-28,Medium,"Meubles, matelas et articles d’ameublement",Sièges rembourrés,Canapés et fauteuils rembourrés sur mesure,Canapés et fauteuils,Mobilier de laboratoire canadien,Canada (emplacement non précisé),Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les sièges d’origine américaine (rubrique SH 94.01) visés par les droits de douane de rétorsion
103,"Furniture, mattresses and home furnishings",Dining furniture,Canadel,Custom dining tables and chairs,"Dining tables, chairs and stools",Fabriqué au Québec,Québec,"Ownership statement on official page: ""ENTREPRISE FAMILIALE ÉTABLIE DEPUIS 1982"" (ownership category not further verified)",None stated on fetched official page,Replaces U.S.-origin furniture (heading 94.03) under the counter-tariffs,94.03,FABRIQUÉ AU QUÉBEC,https://canadel.com/media/canadel-catalogs/fr/canadel.pdf,,2026-08-28,High,"Meubles, matelas et articles d’ameublement",Mobilier de salle à manger,Tables et chaises de salle à manger sur mesure,"Tables, chaises et tabourets de salle à manger",Fabriqué au Québec,Québec,"Déclaration concernant la propriété sur la page officielle : ""ENTREPRISE FAMILIALE ÉTABLIE DEPUIS 1982"" (catégorie de propriété non vérifiée)",Aucune précision sur la page officielle consultée,Remplace les meubles d’origine américaine (rubrique SH 94.03) visés par les droits de douane de rétorsion
104,"Furniture, mattresses and home furnishings",Outdoor furniture,CR Plastic Products,Generation and Stratford recycled-plastic outdoor chairs,Patio Adirondack chairs and tables,"Produces outdoor furniture products in Stratford, Ontario","Stratford, Ontario","Ownership statement on official page: ""CRP owns and operates a manufacturing facility located in Stratford, Ontario"" (ownership category not further verified)",None stated on fetched official page,Replaces U.S.-origin seats (heading 94.01) under the counter-tariffs,94.01,"CRP owns and operates a manufacturing facility located in Stratford, Ontario where it produces outdoor furniture products",https://crpproducts.com/supply-chain/,,2026-08-28,High,"Meubles, matelas et articles d’ameublement",Mobilier d’extérieur,Chaises d’extérieur Generation et Stratford en plastique recyclé,Chaises Adirondack et tables de patio,"Fabrication de mobilier d’extérieur à Stratford, en Ontario","Stratford, Ontario","Déclaration concernant la propriété sur la page officielle : ""CRP owns and operates a manufacturing facility located in Stratford, Ontario"" (catégorie de propriété non vérifiée)",Aucune précision sur la page officielle consultée,Remplace les sièges d’origine américaine (rubrique SH 94.01) visés par les droits de douane de rétorsion
105,"Furniture, mattresses and home furnishings",Mattresses,Douglas,Douglas mattress,Bed-in-a-box mattress,Douglas mattresses are proudly made in Canada using Canadian-sourced materials.,Canada (location not stated),ownership not verified,None stated on fetched official page,"Canadian-made bedding alternative to U.S. mattresses and furniture purchases (mattresses fall in 94.04, not itemized in the September 8, 2026 list; related furniture headings 94.01/94.03 are)",n.a.,Douglas mattresses are proudly made in Canada using Canadian-sourced materials.,https://www.douglas.ca/,,2026-08-28,Medium,"Meubles, matelas et articles d’ameublement",Matelas,Matelas Douglas,Matelas en boîte,Les matelas Douglas sont fabriqués fièrement au Canada à l'aide de matériaux d'origine canadienne.,Canada (emplacement non précisé),Propriété non vérifiée,Aucune précision sur la page officielle consultée,"Literie fabriquée au Canada servant de solution de rechange aux matelas et meubles américains (les matelas relèvent de la rubrique SH 94.04, qui n’est pas détaillée dans la liste du 8 septembre 2026; les rubriques SH connexes 94.01 et 94.03 visant les meubles y figurent)"
106,"Furniture, mattresses and home furnishings",Bedroom furniture,Durham Furniture,Solid wood bedroom collections,"Beds, dressers and nightstands","All of our furniture is made from sustainably harvested solid wood at our plant in the Town of Durham, Ontario, Canada.","Town of Durham, Ontario",ownership not verified,None stated on fetched official page,Replaces U.S.-origin furniture (heading 94.03) under the counter-tariffs,94.03,"All of our furniture is made from sustainably harvested solid wood at our plant in the Town of Durham, Ontario, Canada.",https://www.durhamfurniture.com/about-us/,,2026-08-28,High,"Meubles, matelas et articles d’ameublement",Mobilier de chambre,Collections de chambre en bois massif,"Lits, commodes et tables de chevet","Tous nos meubles sont fabriqués à partir de bois massif récolté de façon durable dans notre usine de Durham, en Ontario, au Canada.","ville de Durham, Ontario",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les meubles d’origine américaine (rubrique SH 94.03) visés par les droits de douane de rétorsion
107,"Furniture, mattresses and home furnishings",Upholstered seating,Elran,Motion recliners and reclining sofas,Recliners and reclining sofas,"Located in Montreal, Elran is a manufacturer of upholstered recliners and stationary furniture.",Canada (location not stated),"Ownership statement on official page: ""Today, Elran is a third generation family business lead and managed by Eric Abecassis."" (ownership category not further verified)",None stated on fetched official page,Replaces U.S.-origin seats (heading 94.01) under the counter-tariffs,94.01,The Elran manufacturing plant is located in Montreal and employs more than 500 people.,https://elran.com/about,,2026-08-28,Medium,"Meubles, matelas et articles d’ameublement",Sièges rembourrés,Fauteuils et canapés inclinables motorisés,Fauteuils et canapés inclinables,"Établie à Montréal, Elran fabrique des meubles rembourrés inclinables et fixes.",Canada (emplacement non précisé),"Déclaration concernant la propriété sur la page officielle : ""Today, Elran is a third generation family business lead and managed by Eric Abecassis."" (catégorie de propriété non vérifiée)",Aucune précision sur la page officielle consultée,Remplace les sièges d’origine américaine (rubrique SH 94.01) visés par les droits de douane de rétorsion
